ID	Emoji	Code	Hex	Decimal	HTML entity hex	HTML entity decimal	URL encode	JS encode	Markdown	Name (English)
2036	👩🏽‍🫯‍👩🏼	U+1F469 U+1F3FD U+200D U+1FAEF U+200D U+1F469 U+1F3FC	1F469 1F3FD 200D 1FAEF 200D 1F469 1F3FC	128105 127997 8205 129775 8205 128105 127996	&#x1F469;&#x1F3FD;&#x200D;&#x1FAEF;&#x200D;&#x1F469;&#x1F3FC;	&#128105;&#127997;&#8205;&#129775;&#8205;&#128105;&#127996;	%F0%9F%91%A9%F0%9F%8F%BD%E2%80%8D%F0%9F%AB%AF%E2%80%8D%F0%9F%91%A9%F0%9F%8F%BC	\ud83d\udc69\ud83c\udffd\u200d\ud83e\udeef\u200d\ud83d\udc69\ud83c\udffc		women wrestling: medium skin tone, medium-light skin tone
2037	👩🏽‍🫯‍👩🏾	U+1F469 U+1F3FD U+200D U+1FAEF U+200D U+1F469 U+1F3FE	1F469 1F3FD 200D 1FAEF 200D 1F469 1F3FE	128105 127997 8205 129775 8205 128105 127998	&#x1F469;&#x1F3FD;&#x200D;&#x1FAEF;&#x200D;&#x1F469;&#x1F3FE;	&#128105;&#127997;&#8205;&#129775;&#8205;&#128105;&#127998;	%F0%9F%91%A9%F0%9F%8F%BD%E2%80%8D%F0%9F%AB%AF%E2%80%8D%F0%9F%91%A9%F0%9F%8F%BE	\ud83d\udc69\ud83c\udffd\u200d\ud83e\udeef\u200d\ud83d\udc69\ud83c\udffe		women wrestling: medium skin tone, medium-dark skin tone
2038	👩🏽‍🫯‍👩🏿	U+1F469 U+1F3FD U+200D U+1FAEF U+200D U+1F469 U+1F3FF	1F469 1F3FD 200D 1FAEF 200D 1F469 1F3FF	128105 127997 8205 129775 8205 128105 127999	&#x1F469;&#x1F3FD;&#x200D;&#x1FAEF;&#x200D;&#x1F469;&#x1F3FF;	&#128105;&#127997;&#8205;&#129775;&#8205;&#128105;&#127999;	%F0%9F%91%A9%F0%9F%8F%BD%E2%80%8D%F0%9F%AB%AF%E2%80%8D%F0%9F%91%A9%F0%9F%8F%BF	\ud83d\udc69\ud83c\udffd\u200d\ud83e\udeef\u200d\ud83d\udc69\ud83c\udfff		women wrestling: medium skin tone, dark skin tone
2039	👩🏾‍🫯‍👩🏻	U+1F469 U+1F3FE U+200D U+1FAEF U+200D U+1F469 U+1F3FB	1F469 1F3FE 200D 1FAEF 200D 1F469 1F3FB	128105 127998 8205 129775 8205 128105 127995	&#x1F469;&#x1F3FE;&#x200D;&#x1FAEF;&#x200D;&#x1F469;&#x1F3FB;	&#128105;&#127998;&#8205;&#129775;&#8205;&#128105;&#127995;	%F0%9F%91%A9%F0%9F%8F%BE%E2%80%8D%F0%9F%AB%AF%E2%80%8D%F0%9F%91%A9%F0%9F%8F%BB	\ud83d\udc69\ud83c\udffe\u200d\ud83e\udeef\u200d\ud83d\udc69\ud83c\udffb		women wrestling: medium-dark skin tone, light skin tone
2040	👩🏾‍🫯‍👩🏼	U+1F469 U+1F3FE U+200D U+1FAEF U+200D U+1F469 U+1F3FC	1F469 1F3FE 200D 1FAEF 200D 1F469 1F3FC	128105 127998 8205 129775 8205 128105 127996	&#x1F469;&#x1F3FE;&#x200D;&#x1FAEF;&#x200D;&#x1F469;&#x1F3FC;	&#128105;&#127998;&#8205;&#129775;&#8205;&#128105;&#127996;	%F0%9F%91%A9%F0%9F%8F%BE%E2%80%8D%F0%9F%AB%AF%E2%80%8D%F0%9F%91%A9%F0%9F%8F%BC	\ud83d\udc69\ud83c\udffe\u200d\ud83e\udeef\u200d\ud83d\udc69\ud83c\udffc		women wrestling: medium-dark skin tone, medium-light skin tone
2041	👩🏾‍🫯‍👩🏽	U+1F469 U+1F3FE U+200D U+1FAEF U+200D U+1F469 U+1F3FD	1F469 1F3FE 200D 1FAEF 200D 1F469 1F3FD	128105 127998 8205 129775 8205 128105 127997	&#x1F469;&#x1F3FE;&#x200D;&#x1FAEF;&#x200D;&#x1F469;&#x1F3FD;	&#128105;&#127998;&#8205;&#129775;&#8205;&#128105;&#127997;	%F0%9F%91%A9%F0%9F%8F%BE%E2%80%8D%F0%9F%AB%AF%E2%80%8D%F0%9F%91%A9%F0%9F%8F%BD	\ud83d\udc69\ud83c\udffe\u200d\ud83e\udeef\u200d\ud83d\udc69\ud83c\udffd		women wrestling: medium-dark skin tone, medium skin tone
2042	👩🏾‍🫯‍👩🏿	U+1F469 U+1F3FE U+200D U+1FAEF U+200D U+1F469 U+1F3FF	1F469 1F3FE 200D 1FAEF 200D 1F469 1F3FF	128105 127998 8205 129775 8205 128105 127999	&#x1F469;&#x1F3FE;&#x200D;&#x1FAEF;&#x200D;&#x1F469;&#x1F3FF;	&#128105;&#127998;&#8205;&#129775;&#8205;&#128105;&#127999;	%F0%9F%91%A9%F0%9F%8F%BE%E2%80%8D%F0%9F%AB%AF%E2%80%8D%F0%9F%91%A9%F0%9F%8F%BF	\ud83d\udc69\ud83c\udffe\u200d\ud83e\udeef\u200d\ud83d\udc69\ud83c\udfff		women wrestling: medium-dark skin tone, dark skin tone
2043	👩🏿‍🫯‍👩🏻	U+1F469 U+1F3FF U+200D U+1FAEF U+200D U+1F469 U+1F3FB	1F469 1F3FF 200D 1FAEF 200D 1F469 1F3FB	128105 127999 8205 129775 8205 128105 127995	&#x1F469;&#x1F3FF;&#x200D;&#x1FAEF;&#x200D;&#x1F469;&#x1F3FB;	&#128105;&#127999;&#8205;&#129775;&#8205;&#128105;&#127995;	%F0%9F%91%A9%F0%9F%8F%BF%E2%80%8D%F0%9F%AB%AF%E2%80%8D%F0%9F%91%A9%F0%9F%8F%BB	\ud83d\udc69\ud83c\udfff\u200d\ud83e\udeef\u200d\ud83d\udc69\ud83c\udffb		women wrestling: dark skin tone, light skin tone
2044	👩🏿‍🫯‍👩🏼	U+1F469 U+1F3FF U+200D U+1FAEF U+200D U+1F469 U+1F3FC	1F469 1F3FF 200D 1FAEF 200D 1F469 1F3FC	128105 127999 8205 129775 8205 128105 127996	&#x1F469;&#x1F3FF;&#x200D;&#x1FAEF;&#x200D;&#x1F469;&#x1F3FC;	&#128105;&#127999;&#8205;&#129775;&#8205;&#128105;&#127996;	%F0%9F%91%A9%F0%9F%8F%BF%E2%80%8D%F0%9F%AB%AF%E2%80%8D%F0%9F%91%A9%F0%9F%8F%BC	\ud83d\udc69\ud83c\udfff\u200d\ud83e\udeef\u200d\ud83d\udc69\ud83c\udffc		women wrestling: dark skin tone, medium-light skin tone
2045	👩🏿‍🫯‍👩🏽	U+1F469 U+1F3FF U+200D U+1FAEF U+200D U+1F469 U+1F3FD	1F469 1F3FF 200D 1FAEF 200D 1F469 1F3FD	128105 127999 8205 129775 8205 128105 127997	&#x1F469;&#x1F3FF;&#x200D;&#x1FAEF;&#x200D;&#x1F469;&#x1F3FD;	&#128105;&#127999;&#8205;&#129775;&#8205;&#128105;&#127997;	%F0%9F%91%A9%F0%9F%8F%BF%E2%80%8D%F0%9F%AB%AF%E2%80%8D%F0%9F%91%A9%F0%9F%8F%BD	\ud83d\udc69\ud83c\udfff\u200d\ud83e\udeef\u200d\ud83d\udc69\ud83c\udffd		women wrestling: dark skin tone, medium skin tone
2046	👩🏿‍🫯‍👩🏾	U+1F469 U+1F3FF U+200D U+1FAEF U+200D U+1F469 U+1F3FE	1F469 1F3FF 200D 1FAEF 200D 1F469 1F3FE	128105 127999 8205 129775 8205 128105 127998	&#x1F469;&#x1F3FF;&#x200D;&#x1FAEF;&#x200D;&#x1F469;&#x1F3FE;	&#128105;&#127999;&#8205;&#129775;&#8205;&#128105;&#127998;	%F0%9F%91%A9%F0%9F%8F%BF%E2%80%8D%F0%9F%AB%AF%E2%80%8D%F0%9F%91%A9%F0%9F%8F%BE	\ud83d\udc69\ud83c\udfff\u200d\ud83e\udeef\u200d\ud83d\udc69\ud83c\udffe		women wrestling: dark skin tone, medium-dark skin tone
2047	🚣	U+1F6A3	1F6A3	128675	&#x1F6A3;	&#128675;	%F0%9F%9A%A3	\ud83d\udea3	:rowboat:	person rowing boat
2048	🚣‍♀️	U+1F6A3 U+200D U+2640 U+FE0F	1F6A3 200D 2640 FE0F	128675 8205 9792 65039	&#x1F6A3;&#x200D;&#x2640;&#xFE0F;	&#128675;&#8205;&#9792;&#65039;	%F0%9F%9A%A3%E2%80%8D%E2%99%80%EF%B8%8F	\ud83d\udea3\u200d\u2640\ufe0f		woman rowing boat
2049	🚣‍♂️	U+1F6A3 U+200D U+2642 U+FE0F	1F6A3 200D 2642 FE0F	128675 8205 9794 65039	&#x1F6A3;&#x200D;&#x2642;&#xFE0F;	&#128675;&#8205;&#9794;&#65039;	%F0%9F%9A%A3%E2%80%8D%E2%99%82%EF%B8%8F	\ud83d\udea3\u200d\u2642\ufe0f		man rowing boat
2050	🚣🏻	U+1F6A3 U+1F3FB	1F6A3 1F3FB	128675 127995	&#x1F6A3;&#x1F3FB;	&#128675;&#127995;	%F0%9F%9A%A3%F0%9F%8F%BB	\ud83d\udea3\ud83c\udffb		person rowing boat: light skin tone
2051	🚣🏻‍♀️	U+1F6A3 U+1F3FB U+200D U+2640 U+FE0F	1F6A3 1F3FB 200D 2640 FE0F	128675 127995 8205 9792 65039	&#x1F6A3;&#x1F3FB;&#x200D;&#x2640;&#xFE0F;	&#128675;&#127995;&#8205;&#9792;&#65039;	%F0%9F%9A%A3%F0%9F%8F%BB%E2%80%8D%E2%99%80%EF%B8%8F	\ud83d\udea3\ud83c\udffb\u200d\u2640\ufe0f		woman rowing boat: light skin tone
2052	🚣🏻‍♂️	U+1F6A3 U+1F3FB U+200D U+2642 U+FE0F	1F6A3 1F3FB 200D 2642 FE0F	128675 127995 8205 9794 65039	&#x1F6A3;&#x1F3FB;&#x200D;&#x2642;&#xFE0F;	&#128675;&#127995;&#8205;&#9794;&#65039;	%F0%9F%9A%A3%F0%9F%8F%BB%E2%80%8D%E2%99%82%EF%B8%8F	\ud83d\udea3\ud83c\udffb\u200d\u2642\ufe0f		man rowing boat: light skin tone
2053	🚣🏼	U+1F6A3 U+1F3FC	1F6A3 1F3FC	128675 127996	&#x1F6A3;&#x1F3FC;	&#128675;&#127996;	%F0%9F%9A%A3%F0%9F%8F%BC	\ud83d\udea3\ud83c\udffc		person rowing boat: medium-light skin tone
2054	🚣🏼‍♀️	U+1F6A3 U+1F3FC U+200D U+2640 U+FE0F	1F6A3 1F3FC 200D 2640 FE0F	128675 127996 8205 9792 65039	&#x1F6A3;&#x1F3FC;&#x200D;&#x2640;&#xFE0F;	&#128675;&#127996;&#8205;&#9792;&#65039;	%F0%9F%9A%A3%F0%9F%8F%BC%E2%80%8D%E2%99%80%EF%B8%8F	\ud83d\udea3\ud83c\udffc\u200d\u2640\ufe0f		woman rowing boat: medium-light skin tone
2055	🚣🏼‍♂️	U+1F6A3 U+1F3FC U+200D U+2642 U+FE0F	1F6A3 1F3FC 200D 2642 FE0F	128675 127996 8205 9794 65039	&#x1F6A3;&#x1F3FC;&#x200D;&#x2642;&#xFE0F;	&#128675;&#127996;&#8205;&#9794;&#65039;	%F0%9F%9A%A3%F0%9F%8F%BC%E2%80%8D%E2%99%82%EF%B8%8F	\ud83d\udea3\ud83c\udffc\u200d\u2642\ufe0f		man rowing boat: medium-light skin tone
2056	🚣🏽	U+1F6A3 U+1F3FD	1F6A3 1F3FD	128675 127997	&#x1F6A3;&#x1F3FD;	&#128675;&#127997;	%F0%9F%9A%A3%F0%9F%8F%BD	\ud83d\udea3\ud83c\udffd		person rowing boat: medium skin tone
2057	🚣🏽‍♀️	U+1F6A3 U+1F3FD U+200D U+2640 U+FE0F	1F6A3 1F3FD 200D 2640 FE0F	128675 127997 8205 9792 65039	&#x1F6A3;&#x1F3FD;&#x200D;&#x2640;&#xFE0F;	&#128675;&#127997;&#8205;&#9792;&#65039;	%F0%9F%9A%A3%F0%9F%8F%BD%E2%80%8D%E2%99%80%EF%B8%8F	\ud83d\udea3\ud83c\udffd\u200d\u2640\ufe0f		woman rowing boat: medium skin tone
2058	🚣🏽‍♂️	U+1F6A3 U+1F3FD U+200D U+2642 U+FE0F	1F6A3 1F3FD 200D 2642 FE0F	128675 127997 8205 9794 65039	&#x1F6A3;&#x1F3FD;&#x200D;&#x2642;&#xFE0F;	&#128675;&#127997;&#8205;&#9794;&#65039;	%F0%9F%9A%A3%F0%9F%8F%BD%E2%80%8D%E2%99%82%EF%B8%8F	\ud83d\udea3\ud83c\udffd\u200d\u2642\ufe0f		man rowing boat: medium skin tone
2059	🚣🏾	U+1F6A3 U+1F3FE	1F6A3 1F3FE	128675 127998	&#x1F6A3;&#x1F3FE;	&#128675;&#127998;	%F0%9F%9A%A3%F0%9F%8F%BE	\ud83d\udea3\ud83c\udffe		person rowing boat: medium-dark skin tone
2060	🚣🏾‍♀️	U+1F6A3 U+1F3FE U+200D U+2640 U+FE0F	1F6A3 1F3FE 200D 2640 FE0F	128675 127998 8205 9792 65039	&#x1F6A3;&#x1F3FE;&#x200D;&#x2640;&#xFE0F;	&#128675;&#127998;&#8205;&#9792;&#65039;	%F0%9F%9A%A3%F0%9F%8F%BE%E2%80%8D%E2%99%80%EF%B8%8F	\ud83d\udea3\ud83c\udffe\u200d\u2640\ufe0f		woman rowing boat: medium-dark skin tone
2061	🚣🏾‍♂️	U+1F6A3 U+1F3FE U+200D U+2642 U+FE0F	1F6A3 1F3FE 200D 2642 FE0F	128675 127998 8205 9794 65039	&#x1F6A3;&#x1F3FE;&#x200D;&#x2642;&#xFE0F;	&#128675;&#127998;&#8205;&#9794;&#65039;	%F0%9F%9A%A3%F0%9F%8F%BE%E2%80%8D%E2%99%82%EF%B8%8F	\ud83d\udea3\ud83c\udffe\u200d\u2642\ufe0f		man rowing boat: medium-dark skin tone
2062	🚣🏿	U+1F6A3 U+1F3FF	1F6A3 1F3FF	128675 127999	&#x1F6A3;&#x1F3FF;	&#128675;&#127999;	%F0%9F%9A%A3%F0%9F%8F%BF	\ud83d\udea3\ud83c\udfff		person rowing boat: dark skin tone
2063	🚣🏿‍♀️	U+1F6A3 U+1F3FF U+200D U+2640 U+FE0F	1F6A3 1F3FF 200D 2640 FE0F	128675 127999 8205 9792 65039	&#x1F6A3;&#x1F3FF;&#x200D;&#x2640;&#xFE0F;	&#128675;&#127999;&#8205;&#9792;&#65039;	%F0%9F%9A%A3%F0%9F%8F%BF%E2%80%8D%E2%99%80%EF%B8%8F	\ud83d\udea3\ud83c\udfff\u200d\u2640\ufe0f		woman rowing boat: dark skin tone
2064	🚣🏿‍♂️	U+1F6A3 U+1F3FF U+200D U+2642 U+FE0F	1F6A3 1F3FF 200D 2642 FE0F	128675 127999 8205 9794 65039	&#x1F6A3;&#x1F3FF;&#x200D;&#x2642;&#xFE0F;	&#128675;&#127999;&#8205;&#9794;&#65039;	%F0%9F%9A%A3%F0%9F%8F%BF%E2%80%8D%E2%99%82%EF%B8%8F	\ud83d\udea3\ud83c\udfff\u200d\u2642\ufe0f		man rowing boat: dark skin tone
2065	🚴	U+1F6B4	1F6B4	128692	&#x1F6B4;	&#128692;	%F0%9F%9A%B4	\ud83d\udeb4	:bicyclist:	person biking
2066	🚴‍♀️	U+1F6B4 U+200D U+2640 U+FE0F	1F6B4 200D 2640 FE0F	128692 8205 9792 65039	&#x1F6B4;&#x200D;&#x2640;&#xFE0F;	&#128692;&#8205;&#9792;&#65039;	%F0%9F%9A%B4%E2%80%8D%E2%99%80%EF%B8%8F	\ud83d\udeb4\u200d\u2640\ufe0f		woman biking
2067	🚴‍♂️	U+1F6B4 U+200D U+2642 U+FE0F	1F6B4 200D 2642 FE0F	128692 8205 9794 65039	&#x1F6B4;&#x200D;&#x2642;&#xFE0F;	&#128692;&#8205;&#9794;&#65039;	%F0%9F%9A%B4%E2%80%8D%E2%99%82%EF%B8%8F	\ud83d\udeb4\u200d\u2642\ufe0f		man biking
2068	🚴🏻	U+1F6B4 U+1F3FB	1F6B4 1F3FB	128692 127995	&#x1F6B4;&#x1F3FB;	&#128692;&#127995;	%F0%9F%9A%B4%F0%9F%8F%BB	\ud83d\udeb4\ud83c\udffb		person biking: light skin tone
2069	🚴🏻‍♀️	U+1F6B4 U+1F3FB U+200D U+2640 U+FE0F	1F6B4 1F3FB 200D 2640 FE0F	128692 127995 8205 9792 65039	&#x1F6B4;&#x1F3FB;&#x200D;&#x2640;&#xFE0F;	&#128692;&#127995;&#8205;&#9792;&#65039;	%F0%9F%9A%B4%F0%9F%8F%BB%E2%80%8D%E2%99%80%EF%B8%8F	\ud83d\udeb4\ud83c\udffb\u200d\u2640\ufe0f		woman biking: light skin tone
2070	🚴🏻‍♂️	U+1F6B4 U+1F3FB U+200D U+2642 U+FE0F	1F6B4 1F3FB 200D 2642 FE0F	128692 127995 8205 9794 65039	&#x1F6B4;&#x1F3FB;&#x200D;&#x2642;&#xFE0F;	&#128692;&#127995;&#8205;&#9794;&#65039;	%F0%9F%9A%B4%F0%9F%8F%BB%E2%80%8D%E2%99%82%EF%B8%8F	\ud83d\udeb4\ud83c\udffb\u200d\u2642\ufe0f		man biking: light skin tone
2071	🚴🏼	U+1F6B4 U+1F3FC	1F6B4 1F3FC	128692 127996	&#x1F6B4;&#x1F3FC;	&#128692;&#127996;	%F0%9F%9A%B4%F0%9F%8F%BC	\ud83d\udeb4\ud83c\udffc		person biking: medium-light skin tone
2072	🚴🏼‍♀️	U+1F6B4 U+1F3FC U+200D U+2640 U+FE0F	1F6B4 1F3FC 200D 2640 FE0F	128692 127996 8205 9792 65039	&#x1F6B4;&#x1F3FC;&#x200D;&#x2640;&#xFE0F;	&#128692;&#127996;&#8205;&#9792;&#65039;	%F0%9F%9A%B4%F0%9F%8F%BC%E2%80%8D%E2%99%80%EF%B8%8F	\ud83d\udeb4\ud83c\udffc\u200d\u2640\ufe0f		woman biking: medium-light skin tone
2073	🚴🏼‍♂️	U+1F6B4 U+1F3FC U+200D U+2642 U+FE0F	1F6B4 1F3FC 200D 2642 FE0F	128692 127996 8205 9794 65039	&#x1F6B4;&#x1F3FC;&#x200D;&#x2642;&#xFE0F;	&#128692;&#127996;&#8205;&#9794;&#65039;	%F0%9F%9A%B4%F0%9F%8F%BC%E2%80%8D%E2%99%82%EF%B8%8F	\ud83d\udeb4\ud83c\udffc\u200d\u2642\ufe0f		man biking: medium-light skin tone
2074	🚴🏽	U+1F6B4 U+1F3FD	1F6B4 1F3FD	128692 127997	&#x1F6B4;&#x1F3FD;	&#128692;&#127997;	%F0%9F%9A%B4%F0%9F%8F%BD	\ud83d\udeb4\ud83c\udffd		person biking: medium skin tone
2075	🚴🏽‍♀️	U+1F6B4 U+1F3FD U+200D U+2640 U+FE0F	1F6B4 1F3FD 200D 2640 FE0F	128692 127997 8205 9792 65039	&#x1F6B4;&#x1F3FD;&#x200D;&#x2640;&#xFE0F;	&#128692;&#127997;&#8205;&#9792;&#65039;	%F0%9F%9A%B4%F0%9F%8F%BD%E2%80%8D%E2%99%80%EF%B8%8F	\ud83d\udeb4\ud83c\udffd\u200d\u2640\ufe0f		woman biking: medium skin tone
2076	🚴🏽‍♂️	U+1F6B4 U+1F3FD U+200D U+2642 U+FE0F	1F6B4 1F3FD 200D 2642 FE0F	128692 127997 8205 9794 65039	&#x1F6B4;&#x1F3FD;&#x200D;&#x2642;&#xFE0F;	&#128692;&#127997;&#8205;&#9794;&#65039;	%F0%9F%9A%B4%F0%9F%8F%BD%E2%80%8D%E2%99%82%EF%B8%8F	\ud83d\udeb4\ud83c\udffd\u200d\u2642\ufe0f		man biking: medium skin tone
2077	🚴🏾	U+1F6B4 U+1F3FE	1F6B4 1F3FE	128692 127998	&#x1F6B4;&#x1F3FE;	&#128692;&#127998;	%F0%9F%9A%B4%F0%9F%8F%BE	\ud83d\udeb4\ud83c\udffe		person biking: medium-dark skin tone
2078	🚴🏾‍♀️	U+1F6B4 U+1F3FE U+200D U+2640 U+FE0F	1F6B4 1F3FE 200D 2640 FE0F	128692 127998 8205 9792 65039	&#x1F6B4;&#x1F3FE;&#x200D;&#x2640;&#xFE0F;	&#128692;&#127998;&#8205;&#9792;&#65039;	%F0%9F%9A%B4%F0%9F%8F%BE%E2%80%8D%E2%99%80%EF%B8%8F	\ud83d\udeb4\ud83c\udffe\u200d\u2640\ufe0f		woman biking: medium-dark skin tone
2079	🚴🏾‍♂️	U+1F6B4 U+1F3FE U+200D U+2642 U+FE0F	1F6B4 1F3FE 200D 2642 FE0F	128692 127998 8205 9794 65039	&#x1F6B4;&#x1F3FE;&#x200D;&#x2642;&#xFE0F;	&#128692;&#127998;&#8205;&#9794;&#65039;	%F0%9F%9A%B4%F0%9F%8F%BE%E2%80%8D%E2%99%82%EF%B8%8F	\ud83d\udeb4\ud83c\udffe\u200d\u2642\ufe0f		man biking: medium-dark skin tone
2080	🚴🏿	U+1F6B4 U+1F3FF	1F6B4 1F3FF	128692 127999	&#x1F6B4;&#x1F3FF;	&#128692;&#127999;	%F0%9F%9A%B4%F0%9F%8F%BF	\ud83d\udeb4\ud83c\udfff		person biking: dark skin tone
2081	🚴🏿‍♀️	U+1F6B4 U+1F3FF U+200D U+2640 U+FE0F	1F6B4 1F3FF 200D 2640 FE0F	128692 127999 8205 9792 65039	&#x1F6B4;&#x1F3FF;&#x200D;&#x2640;&#xFE0F;	&#128692;&#127999;&#8205;&#9792;&#65039;	%F0%9F%9A%B4%F0%9F%8F%BF%E2%80%8D%E2%99%80%EF%B8%8F	\ud83d\udeb4\ud83c\udfff\u200d\u2640\ufe0f		woman biking: dark skin tone
2082	🚴🏿‍♂️	U+1F6B4 U+1F3FF U+200D U+2642 U+FE0F	1F6B4 1F3FF 200D 2642 FE0F	128692 127999 8205 9794 65039	&#x1F6B4;&#x1F3FF;&#x200D;&#x2642;&#xFE0F;	&#128692;&#127999;&#8205;&#9794;&#65039;	%F0%9F%9A%B4%F0%9F%8F%BF%E2%80%8D%E2%99%82%EF%B8%8F	\ud83d\udeb4\ud83c\udfff\u200d\u2642\ufe0f		man biking: dark skin tone
2083	🚵	U+1F6B5	1F6B5	128693	&#x1F6B5;	&#128693;	%F0%9F%9A%B5	\ud83d\udeb5	:mountain_bicyclist:	person mountain biking
2084	🚵‍♀️	U+1F6B5 U+200D U+2640 U+FE0F	1F6B5 200D 2640 FE0F	128693 8205 9792 65039	&#x1F6B5;&#x200D;&#x2640;&#xFE0F;	&#128693;&#8205;&#9792;&#65039;	%F0%9F%9A%B5%E2%80%8D%E2%99%80%EF%B8%8F	\ud83d\udeb5\u200d\u2640\ufe0f		woman mountain biking
2085	🚵‍♂️	U+1F6B5 U+200D U+2642 U+FE0F	1F6B5 200D 2642 FE0F	128693 8205 9794 65039	&#x1F6B5;&#x200D;&#x2642;&#xFE0F;	&#128693;&#8205;&#9794;&#65039;	%F0%9F%9A%B5%E2%80%8D%E2%99%82%EF%B8%8F	\ud83d\udeb5\u200d\u2642\ufe0f		man mountain biking
2086	🚵🏻	U+1F6B5 U+1F3FB	1F6B5 1F3FB	128693 127995	&#x1F6B5;&#x1F3FB;	&#128693;&#127995;	%F0%9F%9A%B5%F0%9F%8F%BB	\ud83d\udeb5\ud83c\udffb		person mountain biking: light skin tone
2087	🚵🏻‍♀️	U+1F6B5 U+1F3FB U+200D U+2640 U+FE0F	1F6B5 1F3FB 200D 2640 FE0F	128693 127995 8205 9792 65039	&#x1F6B5;&#x1F3FB;&#x200D;&#x2640;&#xFE0F;	&#128693;&#127995;&#8205;&#9792;&#65039;	%F0%9F%9A%B5%F0%9F%8F%BB%E2%80%8D%E2%99%80%EF%B8%8F	\ud83d\udeb5\ud83c\udffb\u200d\u2640\ufe0f		woman mountain biking: light skin tone
2088	🚵🏻‍♂️	U+1F6B5 U+1F3FB U+200D U+2642 U+FE0F	1F6B5 1F3FB 200D 2642 FE0F	128693 127995 8205 9794 65039	&#x1F6B5;&#x1F3FB;&#x200D;&#x2642;&#xFE0F;	&#128693;&#127995;&#8205;&#9794;&#65039;	%F0%9F%9A%B5%F0%9F%8F%BB%E2%80%8D%E2%99%82%EF%B8%8F	\ud83d\udeb5\ud83c\udffb\u200d\u2642\ufe0f		man mountain biking: light skin tone
2089	🚵🏼	U+1F6B5 U+1F3FC	1F6B5 1F3FC	128693 127996	&#x1F6B5;&#x1F3FC;	&#128693;&#127996;	%F0%9F%9A%B5%F0%9F%8F%BC	\ud83d\udeb5\ud83c\udffc		person mountain biking: medium-light skin tone
2090	🚵🏼‍♀️	U+1F6B5 U+1F3FC U+200D U+2640 U+FE0F	1F6B5 1F3FC 200D 2640 FE0F	128693 127996 8205 9792 65039	&#x1F6B5;&#x1F3FC;&#x200D;&#x2640;&#xFE0F;	&#128693;&#127996;&#8205;&#9792;&#65039;	%F0%9F%9A%B5%F0%9F%8F%BC%E2%80%8D%E2%99%80%EF%B8%8F	\ud83d\udeb5\ud83c\udffc\u200d\u2640\ufe0f		woman mountain biking: medium-light skin tone
2091	🚵🏼‍♂️	U+1F6B5 U+1F3FC U+200D U+2642 U+FE0F	1F6B5 1F3FC 200D 2642 FE0F	128693 127996 8205 9794 65039	&#x1F6B5;&#x1F3FC;&#x200D;&#x2642;&#xFE0F;	&#128693;&#127996;&#8205;&#9794;&#65039;	%F0%9F%9A%B5%F0%9F%8F%BC%E2%80%8D%E2%99%82%EF%B8%8F	\ud83d\udeb5\ud83c\udffc\u200d\u2642\ufe0f		man mountain biking: medium-light skin tone
2092	🚵🏽	U+1F6B5 U+1F3FD	1F6B5 1F3FD	128693 127997	&#x1F6B5;&#x1F3FD;	&#128693;&#127997;	%F0%9F%9A%B5%F0%9F%8F%BD	\ud83d\udeb5\ud83c\udffd		person mountain biking: medium skin tone
2093	🚵🏽‍♀️	U+1F6B5 U+1F3FD U+200D U+2640 U+FE0F	1F6B5 1F3FD 200D 2640 FE0F	128693 127997 8205 9792 65039	&#x1F6B5;&#x1F3FD;&#x200D;&#x2640;&#xFE0F;	&#128693;&#127997;&#8205;&#9792;&#65039;	%F0%9F%9A%B5%F0%9F%8F%BD%E2%80%8D%E2%99%80%EF%B8%8F	\ud83d\udeb5\ud83c\udffd\u200d\u2640\ufe0f		woman mountain biking: medium skin tone
2094	🚵🏽‍♂️	U+1F6B5 U+1F3FD U+200D U+2642 U+FE0F	1F6B5 1F3FD 200D 2642 FE0F	128693 127997 8205 9794 65039	&#x1F6B5;&#x1F3FD;&#x200D;&#x2642;&#xFE0F;	&#128693;&#127997;&#8205;&#9794;&#65039;	%F0%9F%9A%B5%F0%9F%8F%BD%E2%80%8D%E2%99%82%EF%B8%8F	\ud83d\udeb5\ud83c\udffd\u200d\u2642\ufe0f		man mountain biking: medium skin tone
2095	🚵🏾	U+1F6B5 U+1F3FE	1F6B5 1F3FE	128693 127998	&#x1F6B5;&#x1F3FE;	&#128693;&#127998;	%F0%9F%9A%B5%F0%9F%8F%BE	\ud83d\udeb5\ud83c\udffe		person mountain biking: medium-dark skin tone
2096	🚵🏾‍♀️	U+1F6B5 U+1F3FE U+200D U+2640 U+FE0F	1F6B5 1F3FE 200D 2640 FE0F	128693 127998 8205 9792 65039	&#x1F6B5;&#x1F3FE;&#x200D;&#x2640;&#xFE0F;	&#128693;&#127998;&#8205;&#9792;&#65039;	%F0%9F%9A%B5%F0%9F%8F%BE%E2%80%8D%E2%99%80%EF%B8%8F	\ud83d\udeb5\ud83c\udffe\u200d\u2640\ufe0f		woman mountain biking: medium-dark skin tone
